Title,year,Genres,Actors,Director,Plot,OMDb_URL,Poster_URL
Carrie,1976.0,"Horror, Mystery","Sissy Spacek, Piper Laurie, Amy Irving",Brian De Palma,"Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.",https://www.imdb.com/title/tt0074285/,https://m.media-amazon.com/images/M/MV5BNjMwMDVlZjYtMWRlZS00OTU1LTlmYTQtOGViNTdmYTE0ZjRlXkEyXkFqcGc@._V1_SX300.jpg
Network,1976.0,Drama,"Faye Dunaway, William Holden, Peter Finch",Sidney Lumet,"A television network cynically exploits a deranged former anchor's ravings and revelations about mass media for its own profit, but finds that his message may be difficult to control.",https://www.imdb.com/title/tt0074958/,https://m.media-amazon.com/images/M/MV5BY2E4ZGJiNTMtZTAxZC00MmVlLWI1NjYtMGVhMjhkOGEwZDhjXkEyXkFqcGc@._V1_SX300.jpg
The Outlaw Josey Wales,1976.0,"Drama, Western","Clint Eastwood, Sondra Locke, Chief Dan George",Clint Eastwood,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.,https://www.imdb.com/title/tt0075029/,https://m.media-amazon.com/images/M/MV5BMjIxNDYxMTk2MF5BMl5BanBnXkFtZTgwMjQxNjU3MTE@._V1_SX300.jpg
The Killing of a Chinese Bookie,1976.0,"Drama, Horror, Mystery","Barry G. Bernson, Herb Caillouet, Bill Camp",Yorgos Lanthimos,"Steven, a charismatic surgeon, is forced to make an unthinkable sacrifice after his life starts to fall apart, when the behavior of a teenage boy he has taken under his wing turns sinister.",https://www.imdb.com/title/tt5715874/,https://m.media-amazon.com/images/M/MV5BMjU4NDcwOTA2NF5BMl5BanBnXkFtZTgwMjE2OTg4MzI@._V1_SX300.jpg
In the Realm of the Senses (Ai no Corrida),1976.0,"Drama, Romance","Tatsuya Fuji, Eiko Matsuda, Aoi Nakajima",Nagisa Ôshima,"A fictionalized retelling of the story of Sada Abe, whose affair with her master quickly turned obsessive and sadomasochistic.",https://www.imdb.com/title/tt0074102/,https://m.media-amazon.com/images/M/MV5BZmJlYjVjMzgtM2U2OC00NDU4LTkyODUtOGY0NjBmMTI4NTQzXkEyXkFqcGc@._V1_SX300.jpg
1900 (Novecento),1976.0,"Drama, History","Robert De Niro, Gérard Depardieu, Dominique Sanda",Bernardo Bertolucci,The epic tale of a class struggle in twentieth-century Italy as seen through the eyes of two childhood friends on opposing sides.,https://www.imdb.com/title/tt0074084/,https://m.media-amazon.com/images/M/MV5BMDQ5MjE4OTUtMDViMC00MzlhLTlmNzktYWNmODBjMDk3M2Q4XkEyXkFqcGc@._V1_SX300.jpg
Taxi Driver,1976.0,"Crime, Drama","Robert De Niro, Jodie Foster, Cybill Shepherd",Martin Scorsese,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",https://www.imdb.com/title/tt0075314/,https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_SX300.jpg
The Hills Have Eyes,1977.0,"Horror, Thriller","Ted Levine, Kathleen Quinlan, Dan Byrd",Alexandre Aja,A traveling family falls victim to a group of mutated cannibals in a desert far away from civilization.,https://www.imdb.com/title/tt0454841/,https://m.media-amazon.com/images/M/MV5BMzk0MTg5MzEyOF5BMl5BanBnXkFtZTcwNDUyMzIzMQ@@._V1_SX300.jpg
Suspiria,1977.0,Horror,"Jessica Harper, Stefania Casini, Flavio Bucci",Dario Argento,An American newcomer to a prestigious German ballet academy comes to realize that the school is a front for something sinister amid a series of grisly murders.,https://www.imdb.com/title/tt0076786/,https://m.media-amazon.com/images/M/MV5BMTFlZWMwOGUtYWVhZi00NWUzLTgyMmYtMDUyY2ZlMTlhMjAzXkEyXkFqcGc@._V1_SX300.jpg
Annie Hall,1977.0,"Comedy, Romance","Woody Allen, Diane Keaton, Tony Roberts",Woody Allen,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",https://www.imdb.com/title/tt0075686/,https://m.media-amazon.com/images/M/MV5BNjZlOWE5N2UtMTdhZC00NjU5LTg2MjYtOGU4NDhhNWNlMmRlXkEyXkFqcGc@._V1_SX300.jpg
Saturday Night Fever,1977.0,"Drama, Music","John Travolta, Karen Lynn Gorney, Barry Miller",John Badham,"Anxious about his future after high school, a 19-year-old Italian-American from Brooklyn tries to escape the harsh reality of his bleak family life by dominating the dance floor at the local disco.",https://www.imdb.com/title/tt0076666/,https://m.media-amazon.com/images/M/MV5BM2UxZGU5ZDItZmQ0NS00NzNlLTgwMGMtOGJkMzQ5N2QwZjNhXkEyXkFqcGc@._V1_SX300.jpg
Man of Marble (Czlowiek z Marmuru),1977.0,Drama,"Krystyna Janda, Jerzy Radziwilowicz, Tadeusz Lomnicki",Andrzej Wajda,"A young Polish filmmaker sets out to find out what happened to Mateusz Birkut, a bricklayer who became a propaganda hero in the 1950s but later fell out of favor and disappeared.",https://www.imdb.com/title/tt0075902/,https://m.media-amazon.com/images/M/MV5BMmU3ODY5MGUtYmU4Ni00YWNiLWJkMjgtNjVmZjBiMzI2ZGMxXkEyXkFqcGc@._V1_SX300.jpg
Ceddo,1977.0,,,,,,
The American Friend (Der Amerikanische Freund),1977.0,"Crime, Drama, Mystery","Dennis Hopper, Bruno Ganz, Lisa Kreuzer",Wim Wenders,"Tom Ripley, who deals in forged art, suggests a picture framer he knows would make a good hit man.",https://www.imdb.com/title/tt0075675/,https://m.media-amazon.com/images/M/MV5BNTZkOTY4NTktODE0My00NjQ2LWIxNWQtODcxZWJiNTgyMDE2XkEyXkFqcGc@._V1_SX300.jpg
Stroszek,1977.0,"Comedy, Drama","Bruno S., Eva Mattes, Clemens Scheitz",Werner Herzog,"In Berlin, an alcoholic man, recently released from prison, joins his elderly friend and a prostitute in a determined dream to leave Germany and seek a better life in Wisconsin.",https://www.imdb.com/title/tt0075276/,https://m.media-amazon.com/images/M/MV5BOWE1MGI2YTAtOTdiZi00NTQ0LWEyZmItNjVhNGYzNDg2NjNiXkEyXkFqcGc@._V1_SX300.jpg
Star Wars,1977.0,"Action, Adventure, Fantasy","Mark Hamill, Harrison Ford, Carrie Fisher",George Lucas,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth ...",https://www.imdb.com/title/tt0076759/,https://m.media-amazon.com/images/M/MV5BOGUwMDk0Y2MtNjBlNi00NmRiLTk2MWYtMGMyMDlhYmI4ZDBjXkEyXkFqcGc@._V1_SX300.jpg
Close Encounters of the Third Kind,1977.0,"Drama, Sci-Fi","Richard Dreyfuss, François Truffaut, Teri Garr",Steven Spielberg,"An Indiana electric lineman finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches.",https://www.imdb.com/title/tt0075860/,https://m.media-amazon.com/images/M/MV5BMjM1NjE5NjQxN15BMl5BanBnXkFtZTgwMjYzMzQxMDE@._V1_SX300.jpg
The Last Wave,1977.0,"Drama, Fantasy, Mystery","Richard Chamberlain, Olivia Hamnett, David Gulpilil",Peter Weir,A Sydney lawyer defends five Aboriginal Persons in a ritualized taboo murder and in the process learns disturbing things about himself and premonitions.,https://www.imdb.com/title/tt0076299/,https://m.media-amazon.com/images/M/MV5BN2U4MGJkYjctNDA1YS00ODUwLWI4NDUtOTJiYzAzODQzMDcxXkEyXkFqcGc@._V1_SX300.jpg
Last Chants for a Slow Dance,1977.0,Drama,"Tom Blair, Wayne Crouse, Jessica St. John",Jon Jost,"A man who is dissatisfied with his family life leaves home for weeks at a time, drifting from town to town.",https://www.imdb.com/title/tt0076293/,https://m.media-amazon.com/images/M/MV5BMGY5YjQzOGQtMmJjNi00NDMzLWJhOTctOGUxNGVjZGFlMzQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyOTc2Mzg5OQ@@._V1_SX300.jpg
Sleeping Dogs,1977.0,"Crime, Mystery, Thriller","Russell Crowe, Karen Gillan, Marton Csokas",Adam Cooper,"An ex-homicide detective with memory loss is forced to solve a brutal murder, only to uncover chilling secrets from his forgotten past.",https://www.imdb.com/title/tt8542964/,https://m.media-amazon.com/images/M/MV5BOTViZDg5MTQtNzA3MC00OTlkLWEwYzAtODY2MWVlY2Y4NGY3XkEyXkFqcGc@._V1_SX300.jpg
Soldier of Orange (Soldaat van Oranje),1977.0,"Drama, Romance, Thriller","Rutger Hauer, Jeroen Krabbé, Susan Penhaligon",Paul Verhoeven,"During World War II, Dutch students join the resistance movement against the German occupation of the Netherlands.",https://www.imdb.com/title/tt0076734/,https://m.media-amazon.com/images/M/MV5BMmVhMTYxZmItODFhMS00YTUzLTgxMzAtYmUzMDBiYjVkZjJhXkEyXkFqcGc@._V1_SX300.jpg
Killer of Sheep,1977.0,Drama,"Henry G. Sanders, Kaycee Moore, Charles Bracy",Charles Burnett,"Set in the Watts area of Los Angeles, a slaughterhouse worker must suspend his emotions to continue working at a job he finds repugnant, and then he finds he has little sensitivity for the family he works so hard to support.",https://www.imdb.com/title/tt0076263/,https://m.media-amazon.com/images/M/MV5BMWNmMjgwMzQtYWRkYS00YzA3LTkwNTgtMmY4MjMyZDAxNDk2XkEyXkFqcGc@._V1_SX300.jpg
Ascent (Voskhozhdeniye),1977.0,Drama,Hiroki Hasegawa,Fiona Tan,"Through a gray blanket of cloud the contours of a mountain can be barely discerned. This is Mount Fuji, a volcano with many faces and of immeasurable cultural and symbolic significance. We are lead through the film by the voices o...",https://www.imdb.com/title/tt5933966/,https://m.media-amazon.com/images/M/MV5BNmQ0NDZhZTgtMzNlMC00ZGJlLWE2MzQtODhjNzQ1YjljYjQzXkEyXkFqcGc@._V1_SX300.jpg
Eraserhead,1977.0,"Fantasy, Horror","Jack Nance, Charlotte Stewart, Allen Joseph",David Lynch,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newborn mutant child.",https://www.imdb.com/title/tt0074486/,https://m.media-amazon.com/images/M/MV5BNGYxNzZkYzAtMDExMS00MzE1LTg5ZGItMTgzMzJhZWMyNTBjXkEyXkFqcGc@._V1_SX300.jpg
Dawn of the Dead,1978.0,"Action, Adventure, Drama","Gary Oldman, Keri Russell, Andy Serkis",Matt Reeves,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.,https://www.imdb.com/title/tt2103281/,https://m.media-amazon.com/images/M/MV5BNWNjYzQ4ZGItZTg1My00NTM2LTg1NDUtYThjOTQwMTYyNjU1XkEyXkFqcGc@._V1_SX300.jpg
Five Deadly Venoms (Wu Du),1978.0,"Action, Drama, Mystery","Sheng Chiang, Chien Sun, Phillip Chung-Fung Kwok",Cheh Chang,"The sixth and final disciple of a dying martial arts master is instructed to find the master's five former disciples, each specializing in their own unique kung fu style, and defeat any evil ones amongst them.",https://www.imdb.com/title/tt0077559/,https://m.media-amazon.com/images/M/MV5BMzVjMzczMTUtZDkyYS00ZmI3LTgzNzgtMmQ0MjcxYmJlMWE2XkEyXkFqcGc@._V1_SX300.jpg
Days of Heaven,1978.0,"Drama, Romance","Richard Gere, Brooke Adams, Sam Shepard",Terrence Malick,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,https://www.imdb.com/title/tt0077405/,https://m.media-amazon.com/images/M/MV5BOWM5OTcwMjMtMDk0OC00N2M3LTlmYzQtY2Q5ZmZmNjIyOGViXkEyXkFqcGc@._V1_SX300.jpg
Shaolin Master Killer (Shao Lin San Shi Liu Fang),1978.0,,,,,,
The Tree of Wooden Clogs (L'albero Degli Zoccoli),1978.0,"Drama, Fantasy","Brad Pitt, Sean Penn, Jessica Chastain",Terrence Malick,"The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.",https://www.imdb.com/title/tt0478304/,https://m.media-amazon.com/images/M/MV5BMTMwNjQ0NjMzN15BMl5BanBnXkFtZTcwNjMxMTkyNA@@._V1_SX300.jpg
Halloween,1978.0,"Horror, Thriller","Donald Pleasence, Jamie Lee Curtis, Tony Moran",John Carpenter,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois, to kill again.",https://www.imdb.com/title/tt0077651/,https://m.media-amazon.com/images/M/MV5BMzZiNTdiYTgtYjNkMS00MmJmLWEwZGQtNmY0NGJkMGE0YmYzXkEyXkFqcGc@._V1_SX300.jpg
The Deer Hunter,1978.0,"Drama, War","Robert De Niro, Christopher Walken, John Cazale",Michael Cimino,The lives of a group of friends are forever changed by the Vietnam War.,https://www.imdb.com/title/tt0077416/,https://m.media-amazon.com/images/M/MV5BZGI4YmVhMzMtMWExMS00MGZiLTg2MmItM2I2MWZjODAyM2U5XkEyXkFqcGc@._V1_SX300.jpg
The Chant of Jimmie Blacksmith,1978.0,"Biography, Crime, Drama","Tommy Lewis, Freddy Reynolds, Angela Punch McGregor",Fred Schepisi,After suffering racist abuse throughout his life - which intensifies following his marriage to a white woman - a half-Aboriginal farmhand finds himself driven to murder.,https://www.imdb.com/title/tt0077318/,https://m.media-amazon.com/images/M/MV5BNjBlOWJiZTQtOGUwNC00ZDAyLWEyNzctNTZiMTE0M2M0NGIxXkEyXkFqcGc@._V1_SX300.jpg
Up in Smoke,1978.0,"Comedy, Music","Cheech Marin, Tommy Chong, Strother Martin","Lou Adler, Tommy Chong","Stoner musicians Pedro DePacas and Anthony ""Man"" Stoner unknowingly smuggle a van - made entirely of marijuana - from Mexico to Los Angeles with incompetent Police Sergeant Stedenko hot on their trail.",https://www.imdb.com/title/tt0078446/,https://m.media-amazon.com/images/M/MV5BODhlMjE4YjEtMjYxMy00NmEyLTk0ZDMtZjU2ZWJjNTVkMzMxXkEyXkFqcGc@._V1_SX300.jpg
Grease,1978.0,"Comedy, Musical, Romance","John Travolta, Olivia Newton-John, Stockard Channing",Randal Kleiser,"Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?",https://www.imdb.com/title/tt0077631/,https://m.media-amazon.com/images/M/MV5BNGY0NzE0ZTctN2YzNC00M2IwLWI0OWYtMTAwZWU2NjZhMTQwXkEyXkFqcGc@._V1_SX300.jpg
Nosferatu: Phantom of the Night (Nosferatu: Phantom der Nacht),1979.0,,,,,,
The Marriage of Maria Braun (Die Ehe der Maria Braun),1979.0,Drama,"Hanna Schygulla, Klaus Löwitsch, Ivan Desny",Rainer Werner Fassbinder,"Maria marries Hermann Braun in the last days of World War II, only for him to go missing in the war. Alone, Maria puts to use her beauty and ambition in order to find prosperity during Germany's ""economic miracle"" of the 1950s.",https://www.imdb.com/title/tt0079095/,https://m.media-amazon.com/images/M/MV5BOGE3OTIyNzAtMDk3Yy00MTlhLTk0MDUtZjljMWE0ZGU3MjIzXkEyXkFqcGc@._V1_SX300.jpg
Kramer vs. Kramer,1979.0,Drama,"Dustin Hoffman, Meryl Streep, Jane Alexander",Robert Benton,"After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation.",https://www.imdb.com/title/tt0079417/,https://m.media-amazon.com/images/M/MV5BNTJmYjYwZDMtYmU5MS00OWM0LWIxZTctZTcxODJkOTU4ZDMxXkEyXkFqcGc@._V1_SX300.jpg
My Brilliant Career,1979.0,"Biography, Drama, Romance","Judy Davis, Sam Neill, Wendy Hughes",Gillian Armstrong,A proud young woman in early 20th century Australia must choose between marriage and independence.,https://www.imdb.com/title/tt0079596/,https://m.media-amazon.com/images/M/MV5BNzhmN2JlYzUtOTQ4Yy00NDkwLTg2ZjYtZDJiZTFhNmMyMDMzXkEyXkFqcGc@._V1_SX300.jpg
Life of Brian,1979.0,Comedy,"Graham Chapman, John Cleese, Michael Palin",Terry Jones,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",https://www.imdb.com/title/tt0079470/,https://m.media-amazon.com/images/M/MV5BNDMzY2E4NjEtMTJiZC00Y2UzLWFiM2MtZWVhNTg5OGQxNjk1XkEyXkFqcGc@._V1_SX300.jpg
Stalker,1979.0,"Drama, Sci-Fi","Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn",Andrei Tarkovsky,A guide leads two men through an area known as the Zone to find a room that grants wishes.,https://www.imdb.com/title/tt0079944/,https://m.media-amazon.com/images/M/MV5BMDIzMDRiYjgtM2U1Yy00MjlhLTliODMtM2E5NDI5Njc3YmZkXkEyXkFqcGc@._V1_SX300.jpg
Breaking Away,1979.0,"Comedy, Drama, Sport","Dennis Christopher, Dennis Quaid, Daniel Stern",Peter Yates,A working-class Indiana teen obsessed with the Italian cycling team vies for the affections of a college girl while searching for life goals with his friends.,https://www.imdb.com/title/tt0078902/,https://m.media-amazon.com/images/M/MV5BYTNkMTA4YzktNmE3Mi00NjdjLWE4MzAtZjcwOTVmYmMxNGIwXkEyXkFqcGc@._V1_SX300.jpg
Alien,1979.0,"Horror, Sci-Fi","Sigourney Weaver, Tom Skerritt, John Hurt",Ridley Scott,"After investigating a mysterious transmission of unknown origin, the crew of a commercial spacecraft encounters a deadly lifeform.",https://www.imdb.com/title/tt0078748/,https://m.media-amazon.com/images/M/MV5BN2NhMDk2MmEtZDQzOC00MmY5LThhYzAtMDdjZGFjOGZjMjdjXkEyXkFqcGc@._V1_SX300.jpg
Being There,1979.0,"Comedy, Drama","Peter Sellers, Shirley MacLaine, Melvyn Douglas",Hal Ashby,"After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics.",https://www.imdb.com/title/tt0078841/,https://m.media-amazon.com/images/M/MV5BNzYxZjNhNmQtYzc5NS00Nzg1LWIwYzktZjgzNDIyN2JhZGM0XkEyXkFqcGc@._V1_SX300.jpg
Real Life,1979.0,Comedy,"Dick Haynes, Albert Brooks, Matthew Tobin",Albert Brooks,"A film crew sets out to record a year in the life of an average family, but things quickly start going wrong.",https://www.imdb.com/title/tt0079781/,https://m.media-amazon.com/images/M/MV5BYzVjYzg5OGUtOGI3YS00OGRhLTg3N2ItZDk4M2U0ZDBlYWEwXkEyXkFqcGc@._V1_SX300.jpg
Apocalypse Now,1979.0,"Drama, Mystery, War","Martin Sheen, Marlon Brando, Robert Duvall",Francis Ford Coppola,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,https://www.imdb.com/title/tt0078788/,https://m.media-amazon.com/images/M/MV5BZDhiMTljYjYtODc1Yy00MmEwLTg2OTYtYmE1YTRmNDE4MmEwXkEyXkFqcGc@._V1_SX300.jpg
All That Jazz,1979.0,"Drama, Music, Musical","Roy Scheider, Jessica Lange, Ann Reinking",Bob Fosse,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",https://www.imdb.com/title/tt0078754/,https://m.media-amazon.com/images/M/MV5BNmU1ZjBlNWItMjNiYS00OWNlLTk3YjUtN2U1MTI0OTAxOGEwXkEyXkFqcGc@._V1_SX300.jpg
The Muppet Movie,1979.0,"Adventure, Comedy, Family","Jim Henson, Frank Oz, Jerry Nelson",James Frawley,"Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.",https://www.imdb.com/title/tt0079588/,https://m.media-amazon.com/images/M/MV5BMTE0ODE3N2ItYjRiOS00ZGU4LThjZTgtOGY5ZTFhMTNlZTNlXkEyXkFqcGc@._V1_SX300.jpg
Christ Stopped at Eboli (Cristo si è Fermato a Eboli),1979.0,Drama,"Gian Maria Volontè, Paolo Bonacelli, Alain Cuny",Francesco Rosi,A doctor in Fascist Italy is exiled to a remote village for his political views.,https://www.imdb.com/title/tt0079010/,https://m.media-amazon.com/images/M/MV5BZDk0MThlOWItZjFhYS00ODdjLTkwNjEtZGUxMjA2OWRiMGMxXkEyXkFqcGc@._V1_SX300.jpg
Mad Max,1979.0,"Action, Adventure, Sci-Fi","Mel Gibson, Joanne Samuel, Hugh Keays-Byrne",George Miller,"In a self-destructing world, a vengeful Australian policeman sets out to stop a violent motorcycle gang.",https://www.imdb.com/title/tt0079501/,https://m.media-amazon.com/images/M/MV5BMTM4Mjg5ODEzMV5BMl5BanBnXkFtZTcwMDc3NDk0NA@@._V1_SX300.jpg
The Tin Drum (Die Blechtrommel),1979.0,"Drama, War","David Bennent, Mario Adorf, Angela Winkler",Volker Schlöndorff,"In 1924, Oskar Matzerath is born in the Free City of Danzig. At age three, he falls down a flight of stairs and stops growing. In 1939, World War II breaks out.",https://www.imdb.com/title/tt0078875/,https://m.media-amazon.com/images/M/MV5BZjMzMjdlM2MtNjY1NS00NzMzLTlmY2YtYWU5OTliOGE2MDBjXkEyXkFqcGc@._V1_SX300.jpg
The Jerk,1979.0,Comedy,"Steve Martin, Bernadette Peters, Catlin Adams",Carl Reiner,"A simpleminded, sheltered country boy suddenly decides to leave his family home to experience life in the big city, where his naivete is both his best friend and his worst enemy.",https://www.imdb.com/title/tt0079367/,https://m.media-amazon.com/images/M/MV5BNTNiNjEwZjktNTZjMi00NWMyLThkZWYtODVkMDVhNGVkZDcxXkEyXkFqcGc@._V1_SX300.jpg
Manhattan,1979.0,"Comedy, Drama, Romance","Woody Allen, Diane Keaton, Mariel Hemingway",Woody Allen,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,https://www.imdb.com/title/tt0079522/,https://m.media-amazon.com/images/M/MV5BMzhjMjEyOWItMWU2Ni00ZTE5LWFhODEtZGU1MTQyZjU4ODkzXkEyXkFqcGc@._V1_SX300.jpg
The Last Metro (Le Dernier Métro),1980.0,"Drama, Romance, War","Catherine Deneuve, Gérard Depardieu, Jean Poiret",François Truffaut,"In occupied Paris, an actress married to a Jewish theater owner must keep him hidden from the Germans while doing both of their jobs.",https://www.imdb.com/title/tt0080610/,https://m.media-amazon.com/images/M/MV5BYmFiMTFlMzUtN2JmNS00MGIzLWEzOTUtY2RkNjQ2OTY2MDZiXkEyXkFqcGc@._V1_SX300.jpg
Ordinary People,1980.0,Drama,"Donald Sutherland, Mary Tyler Moore, Judd Hirsch",Robert Redford,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father and the guilt-ridden younger son.",https://www.imdb.com/title/tt0081283/,https://m.media-amazon.com/images/M/MV5BODkyODllNDQtMTRjZS00ZGM5LWFmYmQtMzlhZjNhZjgwOGVhXkEyXkFqcGc@._V1_SX300.jpg
The Elephant Man,1980.0,"Biography, Drama","Anthony Hopkins, John Hurt, Anne Bancroft",David Lynch,"A Victorian surgeon rescues a heavily-disfigured and mistreated young man working as a sideshow freak, who gradually reveals his capacity for kindness, intelligence and sophistication.",https://www.imdb.com/title/tt0080678/,https://m.media-amazon.com/images/M/MV5BMGE3MDZhNmMtMmUxZS00MDJmLTgxYmQtOGU4ODU0Y2JmNDI1XkEyXkFqcGc@._V1_SX300.jpg
The Shining,1980.0,"Drama, Horror","Jack Nicholson, Shelley Duvall, Danny Lloyd",Stanley Kubrick,"A family heads to an isolated hotel for the winter, where a sinister presence influences the father into violence. At the same time, his psychic son sees horrifying forebodings from both the past and the future.",https://www.imdb.com/title/tt0081505/,https://m.media-amazon.com/images/M/MV5BNmM5ZThhY2ItOGRjOS00NzZiLWEwYTItNDgyMjFkOTgxMmRiXkEyXkFqcGc@._V1_SX300.jpg
Loulou,1980.0,"Drama, Romance","Isabelle Huppert, Gérard Depardieu, Guy Marchand",Maurice Pialat,"A bored wife leaves her husband for an unemployed, petty criminal.",https://www.imdb.com/title/tt0081076/,https://m.media-amazon.com/images/M/MV5BMWFjZGI4NWEtZmVhZC00OWI5LTgzNDUtNDEwNGYyZjQyY2M3XkEyXkFqcGc@._V1_SX300.jpg
The Big Red One,1980.0,Documentary,N/A,Greg Parker,"A look at the history through to current day life in outback town Broken Hill (""the Silver City"") where BHP had its beginnings, along with Pro Hart (artist) Joan Bronhill (opera singer) and local flora and fauna",https://www.imdb.com/title/tt0791166/,https://m.media-amazon.com/images/M/MV5BOTMyOTg3NjkwOF5BMl5BanBnXkFtZTgwNDMxMTA2MDE@._V1_SX300.jpg
Star Wars: Episode V - The Empire Strikes Back,1980.0,"Action, Adventure, Fantasy","Mark Hamill, Harrison Ford, Carrie Fisher",George Lucas,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth ...",https://www.imdb.com/title/tt0076759/,https://m.media-amazon.com/images/M/MV5BOGUwMDk0Y2MtNjBlNi00NmRiLTk2MWYtMGMyMDlhYmI4ZDBjXkEyXkFqcGc@._V1_SX300.jpg
Raging Bull,1980.0,"Biography, Drama, Sport","Robert De Niro, Cathy Moriarty, Joe Pesci",Martin Scorsese,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",https://www.imdb.com/title/tt0081398/,https://m.media-amazon.com/images/M/MV5BMjlkYmYyZWQtNTZkOS00ZjA0LWEwNWUtNzE2ZGNiYjg0MjA2XkEyXkFqcGc@._V1_SX300.jpg
Airplane!,1980.0,Comedy,"Robert Hays, Julie Hagerty, Leslie Nielsen","Jim Abrahams, David Zucker, Jerry Zucker","After the crew becomes sick with food poisoning, a neurotic ex-fighter pilot must safely land a commercial airplane full of passengers.",https://www.imdb.com/title/tt0080339/,https://m.media-amazon.com/images/M/MV5BNGMxMDRhMjItMDNlZi00MDIzLWE5MDQtODljMDQ3MWM1Y2E4XkEyXkFqcGc@._V1_SX300.jpg
Atlantic City,1980.0,"Crime, Drama, Romance","Burt Lancaster, Susan Sarandon, Kate Reid",Louis Malle,"In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger.",https://www.imdb.com/title/tt0080388/,https://m.media-amazon.com/images/M/MV5BMzY3Mzc5YmEtMGYwNS00YjJkLWE2NjQtOWNiM2RlNWFhMTY1XkEyXkFqcGc@._V1_SX300.jpg
Body Heat,1981.0,"Crime, Drama, Romance","William Hurt, Kathleen Turner, Richard Crenna",Lawrence Kasdan,"During an extreme heatwave, a beautiful Florida woman and a seedy lawyer engage in an affair while plotting the murder of her rich husband.",https://www.imdb.com/title/tt0082089/,https://m.media-amazon.com/images/M/MV5BMWZjNDE0ZDUtZTg3Ny00ZWNiLWExZDMtNTY3OWYxZDUzZjg1XkEyXkFqcGc@._V1_SX300.jpg
Gallipoli,1981.0,"Adventure, Drama, History","Mel Gibson, Mark Lee, Bill Kerr",Peter Weir,Two Australian sprinters face the brutal realities of war when they are sent to fight in the Gallipoli campaign in Turkey during World War I.,https://www.imdb.com/title/tt0082432/,https://m.media-amazon.com/images/M/MV5BYjlmMzdiZjAtNTI5Yi00MWNlLTk4NWItOTAxZDQwN2UwZTc5XkEyXkFqcGc@._V1_SX300.jpg
Three Brothers (Tre Fratelli),1981.0,Drama,"Philippe Noiret, Michele Placido, Vittorio Mezzogiorno",Francesco Rosi,Three men face their mother's death.,https://www.imdb.com/title/tt0083226/,https://m.media-amazon.com/images/M/MV5BNmJkZjQ4ZDAtZmU1OS00NzM4LTg0ODItMWQ1OTRkYzhmMjBkXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1_SX300.jpg
